Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
23/09/2016,"8 ROCKVILLE APTS, SALTHILL, GALWAY",Galway,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2016,"BELMOND, KILBRIDE, MOUNT NUGENT",Cavan,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2016,"AGHRAGH, TEELIN, CARRICK",Donegal,,"€128,750.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2016,"APT 7, WESTBURY WOODS, ENNISCORTHY",Wexford,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2016,"BANNAGROE, HOLLYWOOD, WICKLOW",Wicklow,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2016,"SILVERSTREAM, BALLYELLEN, GORESBRIDGE",Carlow,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2016,"43 CASTLE GARDENS, ST HELENS BAY, ROSLARE",Wexford,,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2016,"Apartment 109, St Margarets Road, Hampton Wood  Finglas",Dublin,,"€184,000.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/09/2016,"10A MEADOW BROOK, MOUNTAIN ROAD, TUBBERCURRY",Sligo,,"€84,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2016,"28 THE FAIRWAY, THE OLD COURSE, IRONMINES",Cork,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2016,"9 CASHEL LAWN, CASHEL DOWNS, WATERFORD RD",Kilkenny,,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2016,"4 COURTOWN PARK, KILCOCK, KILDARE",Kildare,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2016,"Tullycullion, Donegal Town, County Donegal",Donegal,,"€250,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
03/10/2016,"4 COIS NA GLEANN, SALLYBROOK, GLANMIRE",Cork,,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2016,"BOSTON, RATHANGAN, KILDARE",Kildare,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2016,"36A / 37 SOUTH RICHMOND STREET, DUBLIN 2",Dublin,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2016,"50 DISCOVERY BUILDING, ROYAL CANAL PARK, ASHTOWN DUBLIN 15",Dublin,,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2016,"15 ABERDEEN ST, INFIRMARY RD, DUBLIN 7",Dublin,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2016,"6 CHESTNUT GROVE, KINGSWOOD HEIGHTS, TALLAGHT DUBLIN 24",Dublin,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2016,"7 LESLIE AVE, DALKEY, DUBLIN",Dublin,,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2016,"BALLYCAHANE, CASTLEHAVEN, CO CORK",Cork,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2016,"9 THE LODGES, NEWTOWN, GLEN OF AHERLOW",Tipperary,,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2016,"53 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin,,"€224,669.60",No,No,Second-Hand Dwelling house /Apartment,
14/03/2016,"LEAMONAGHAN, BALLYCUMBER, CO OFFALY",Offaly,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2016,"63 DUN NA CARRAIGE, BLACKROCK, SALTHILL",Galway,,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2016,"69 Kilkeevan Park, Castlerea",Roscommon,,"€70,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/11/2016,"20 TINLEY PARK, MALLOW, CORK",Cork,,"€162,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2016,"32 MIlligan Place, Connaughton Road, Sligo",Sligo,,"€15,106.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/10/2016,"29 THE COURT, COMPASS QUAY, KINSALE",Cork,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2016,"6 THE PADDOCKS, KILLORGLIN",Kerry,,"€122,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2016,"29 THE WILLOWS, ANNACOTTY, LIMERICK",Limerick,,"€186,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2016,"10 YEATS HALL, CARRICKMINES WOOD, CARRICKMINES",Dublin,,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2016,"8 THE PARKLANDS, CLARINBRIDGE, CO GALWAY",Galway,,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2016,"4 ROCHES ROW, ROCHES ST, LIMERICK",Limerick,,"€33,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2016,"LONG STONE, CULLEN, CO TIPPERARY",Tipperary,,"€10,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/12/2016,"No. 32 College Lawn, College Manor, Carrignafoy",Cork,,"€193,832.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/02/2016,"1 FAIRGREEN, KILMACTHOMAS, WATERFORD",Waterford,,"€43,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2016,"29 EAST WALL ROAD, FAIRVIEW, DUBLIN 3",Dublin,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2016,"42 Ferns Close, Ferns Bridge, Monasterevin",Kildare,,"€95,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/07/2016,"APARTMENT 7, 32-33 GARDINER STREET, DUBLIN 1",Dublin,,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2016,"264 COLLINS AVE, DUBLIN 9, DUBLIN",Dublin,,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2016,"RATHBRAUGHAN, SLIGO",Sligo,,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2016,"57 CADOGAN RD, FAIRVIEW, DUBLIN 3",Dublin,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2016,"78 BROWNESHILL WOOD, BROWNESHILL ROAD, CARLOW",Carlow,,"€162,462.56",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/12/2016,"APT 7, SOUTH MALL COURT, BEASLY ST",Cork,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2016,"13 CAHERANNE VILLAGE, TRALEE, KERRY",Kerry,,"€165,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
22/02/2016,"151 DEEL MANOR, ASKEATON, LIMERICK",Limerick,,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2016,"2 MAIN ST, KILBRITTAIN, CO CORK",Cork,,"€139,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2016,"4 BAYVIEW HOLIDAY APTS, 200 UPPER SALTHILL, GALWAY",Galway,,"€142,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2016,"3 WINDMILL COURT, SEATOWN, DUNDALK",Louth,,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2016,"BRIDGE STREET, KILKELLY, CO. MAYO",Mayo,,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2016,"48 VIEWMOUNT, KNOCKADOSAN, RATHDRUM",Wicklow,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2016,"34 CLUAIN AIRNE, THURLES, CO TIPPERARY",Tipperary,,"€118,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2016,"45 CROI OIGE, DUBLIN RD, ATHLONE",Westmeath,,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2016,"20 THE CRESCENT, FOX LODGE WOODS, RATHOATH",Meath,,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2016,"72 POPLAR DRIVE, CARRAIG AN AIRD, SIX CROSS ROADS",Waterford,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2016,"13 SUNNYSIDE COTTAGES, DROGHEDA, LOUTH",Louth,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2016,"43 PALACE CRESCENT, ARDNACASSA, LONGFORD",Longford,,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2016,"20 ASH MEADOWS, STRANORLAR, COUNTY DONEGAL",Donegal,,"€66,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2016,"AUGHOO, SOOEY, SLIGO",Sligo,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2016,"63 ATHLUMNEY CASTLE, NAVAN, MEATH",Meath,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2016,"74 CNOC AN OIR, RAHOON, GALWAY",Galway,,"€198,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2016,"14 DUNLIN STREET, ASTON VILLAGE, DROGHEDA",Louth,,"€139,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2016,"73 The Bay, Elm Park, Merrion Road",Dublin,,"€144,867.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2016,"1 RIVERDOCK HOUSE, DOCK RD, LIMERICK",Limerick,,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2016,"STRADBALLY NORTH, CLARINBRIDGE, GALWAY",Galway,,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2016,"20 BRAMBLE LANE THE HAWTHORNS, LIMERICK RD, ENNIS",Clare,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2016,"MAIN STREET, TEMPLEMORE, CO. TIPPERARY",Tipperary,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2016,"108 College Square, Terenure",Dublin,,"€596,600.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/09/2016,"24 MERCER HOUSE BRENNANSTOWN, CABINTEELY DUBLIN 18, DUBLIN",Dublin,,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2016,"163 Coille Bheithe, Nenagh",Tipperary,,"€165,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/07/2016,"19 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2016,"61 VICHORSCHORALAND, TUAM",Galway,,"€40,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/08/2016,"24 college woods, balla, castlebar",Mayo,,"€61,232.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/09/2016,"76 Rowan Hill, Mount Oval  Rochestown",Cork,,"€203,524.23",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/06/2016,"1 RIVERVIEW, BEACH ROAD, PASSAGE WEST",Cork,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2016,"14 WILKINS VIEW, GREENHILLS, DUBLIN 12",Dublin,,"€494,216.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
10/06/2016,"23 WOODLAWN, STRANORLAR, DONEGAL",Donegal,,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2016,"OLD POST OFFICE (CRAWFORDS), MONEENMORE, MAAM",Galway,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2016,"APT 1, GALA APTS, KILMEAGUE",Kildare,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2016,"KILMACEON, SILGO, SLIGO",Sligo,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2016,"CARRICK, THE PIGEONS, GLASSON",Westmeath,,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2016,"51 KINGSWOOD, BLACKROCK RD, DUNDALK",Louth,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2016,"5 NORTH CROSS LANE, YOUGHAL, CORK",Cork,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2016,"16 ASHTON GREEN, SWORDS, CO DUBLIN",Dublin,,"€172,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"25 CLUAIN ARD, FEDAMORE, COUNTY LIMERICK",Limerick,,"€108,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2016,"9 BELLEVUE HEIGHTS, GREYSTONES, WICKLOW",Wicklow,,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2016,"OAKLEY, KNOCKANE RD, NEWCASTLE WEST",Limerick,,"€96,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2016,"1 ARNOLD GROVE, GLENAGEARY, DUBLIN",Dublin,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2016,"CURRABAHA, DUNGARVAN, CO WATERFORD",Waterford,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2016,"8 LIMEWOOD RD, CAMERON ESTATE, COOLOCK DUBLIN 5",Dublin,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2016,"44 OSSORY COURT, BORRIS IN OSSORY, LAOIS",Laois,,"€89,950.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2016,"Springfield, Mullanour, Murrintown",Wexford,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2016,"BALLYLENNON, GORT, CO GALWAY",Galway,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2016,"INNISFAIL, NEWHAGGARD, TRIM",Meath,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2016,"1674 KILBERRY, ATHY, KILDARE",Kildare,,"€110,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/12/2016,"44 RINAWADE AVE, LEIXLIP, KILDARE",Kildare,,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2016,"APT 3, COIS CLADAGH, SCOTCH QUAY",Waterford,,"€67,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2016,"DOWDSTOWN, ARDEE, LOUTH",Louth,,"€110,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres
08/12/2016,"3 THE GREEN CLOVER MEADOWS, BELMONT RD FERRYBANK, WATERFORD",Waterford,,"€194,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2016,"CHARPEL STREET, ELPHIN, COUNTY ROSCOMMON",Roscommon,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2016,"APT 3, 10 ASTON ABBEY, 10 ASTON KEY",Dublin,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2016,"KILMORE, KNOCK, KILRUSH",Clare,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2016,"27 Rossan Court, Waterville, Blanchardstown",Dublin,,"€246,330.59",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/07/2016,"70 BROWNESHILL WOOD, BROWNESHILL RD, CARLOW",Carlow,,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2016,"3 KNOCKNAGEEHA COURT, NEWPORT, CASTLEBAR",Mayo,,"€89,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2016,"8 Bramble Drive, foxford",Waterford,,"€145,374.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/12/2016,"57B BELMAYNE, BALGRIFFIN, BELMAYNE",Dublin,,"€209,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2016,"103 BUSHY PARK HOUSE, TERENURE, DUBLIN 6W",Dublin,,"€428,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2016,"12 KILBRANISH DR, WOODVIEW PARK, LIMERICK",Limerick,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2016,"BOLEY, BALLYLINAN, LAOIS",Laois,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2016,"67 ABBOTSTOWN AVE, FINGLAS WEST, DUBLIN 11",Dublin,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2016,"18 LOUGH FERN HEIGHTS, MILFORD, CO DONEGAL",Donegal,,"€59,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2016,"6 THE CRESCENT, CURRAGH GRANGE, NEWBRIDGE",Kildare,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2016,"124 The Links, Elm Park, Merrion Road",Dublin,,"€217,663.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2016,"14 Garden Village, Mountmellick Road, Portlaoise",Laois,,"€88,108.39",Yes,No,Second-Hand Dwelling house /Apartment,
29/07/2016,"CAPPANTRUHAN, WHITEGATE, CO. CLARE",Clare,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2016,"15 WILLIAMS PLACE SOUTH, LONG LANE, DUBLIN 8",Dublin,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2016,"9 KILLINEY HEATH, KILLINEY, CO DUBLIN",Dublin,,"€1,400,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2016,"5 ARDGILLEN DR, ARDGILLEN HEIGHTS, BALBRIGGAN",Dublin,,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2016,"12 B LOUGHANORAN, ANNAGRY, LETTERKENNY",Donegal,,"€23,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2016,"1 OCONNOR VILLE, TOWER ST, CORK",Cork,,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2016,"6 Beresford Road, Donabate",Dublin,,"€299,599.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/08/2016,"APT 52, LOCK MILLS, GROVE ISLAND",Limerick,,"€86,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2016,"32 WILLIAMSTOWN GLEN, WATERFORD, WATERFORD",Waterford,,"€151,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2016,"BALLYRAHAN, GOREY, COUNTY WEXFORD",Wexford,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2016,"184 COOLEY RD, DRIMNAGH, DUBLIN 12",Dublin,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2016,"17 CLUAIN AOIBHINN, SWELLAN, CAVAN",Cavan,,"€98,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2016,"27 AN CRANNOG, CO GALWAY",Galway,,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2016,"Farrihy, Broadford",Cork,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2016,"2 COOLNEVAUN, STILLORGAN, BLACKROCK",Dublin,,"€710,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2016,"19 GARVILLE LANE, RATHGAR, DUBLIN 6",Dublin,,"€1,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2016,"5 TALBOT RD, KILLINEY, DUBLIN",Dublin,,"€301,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2016,"THE SANDPIPER, BURGAGE MORE, BLESSINGTON",Wicklow,,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2016,"Apartment 5 The Court, Clonattin, Gorey",Wexford,,"€62,171.81",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/05/2016,"2 Cnoc na gCaiseal, Ardfinnan, Clonmel",Tipperary,,"€90,308.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/08/2016,"31 EMERALD VILLAS, CLARE ST, LIMERICK",Limerick,,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2016,"9 CLOS ARD, PROSPECT HILL, GALWAY",Galway,,"€211,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2016,"16 BROOKFIELD PARK, MAYNOOTH, KILDARE",Kildare,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2016,"80 ST JOSEPHS PARK, NENAGH, TIPPERARY",Tipperary,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2016,"8 MOUNT EUSTACE CLOSE, TYRRELSTOWN, DUBLIN 15",Dublin,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2016,"OLD SCHOOL HOUSE, LOUGHCREW, DROMONE ROAD",Meath,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2016,"50 O'Raghallaigh Park, Cavan",Cavan,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2016,"COMMONS WEST, WATERY LANE, SWORDS",Dublin,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2016,"17 LIMEGROVE MANOR, KILNACLOY, MONAGHAN",Monaghan,,"€30,358.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2016,"55 CURRAGH WOODS, FRANKFIELD, DOUGLAS",Cork,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2016,"1A CHURCH RD, BALLINA, CO MAYO",Mayo,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2016,"CUMMER, TUAM, CO GALWAY",Galway,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2016,"24 Ascaill Rois, Magheraboy Road, Carrickmacross",Monaghan,,"€158,590.30",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/12/2016,"WHITEPARK, BALLYMACWARD, BALLINASLOE",Galway,,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/02/2016,"COROMANDEL, KILLAHA EAST, KENMARE",Kerry,,"€261,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2016,"BALLYNALACKEN, KILWORTH, CO CORK",Cork,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2016,"APT 12 HARRISTOWN, OLD CRATLOE ROAD, LIMERICK",Limerick,,"€63,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2016,"7 BALLINTYRE GROVE, BALLINTEER AVE, BALLINTEER DUBLIN 16",Dublin,,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2016,"9 THE CLOSE, TIRMOGHAN, DONADEA",Kildare,,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2016,"1 DISTILLERY RD, WEXFORD, WEXFORD",Wexford,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2016,"DRUMOLE, TULLYCO, COOTEHILL",Cavan,,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2016,"40 LENNONSTOWN MANOR, DUNDALK, LOUTH",Louth,,"€141,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2016,"HARBOUR VIEW, STRAND LINE, KILKEE",Clare,,"€287,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2016,"54 HILLBROOK WOODS, BLANCHARDSTOWN, DUBLIN 15",Dublin,,"€157,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2016,"17 BLESSINGTON ST, DUBLIN 1, DUBLIN",Dublin,,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2016,"89 Evanwood, Golflinks Road, Castletroy",Limerick,,"€176,722.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/09/2016,"LLONEYROSS, BALLYCAHILL, THURLES",Tipperary,,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2016,"72 MOUNT PROSPECT AVE, CLONTARF, DUBLIN 3",Dublin,,"€820,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2016,"125 ASHILL MANOR, KILMALLOCK, LIMERICK",Limerick,,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2016,"6 FREDERICK HOUSE, STEAMBOAT QUAY, DOCK RD",Limerick,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2016,"APT 23, BEACHSIDE PROMENADE APTS, STRAND RD",Waterford,,"€62,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2016,"34 RATHMICHAEL MANOR, LOUGHLINSTOWN, DUBLIN",Dublin,,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2016,"33 SHANGAN HALL, SHANGAN RD, BALLYMUN",Dublin,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2016,"4 MARIAN TERRACE, TRAMORE, CO WATERFORD",Waterford,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2016,"3 VIEWMOUNT, GREENANE ROAD, RATHDRUM",Wicklow,,"€199,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2016,"CHURCH RD, BLACKWATER, WEXFORD",Wexford,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
